"Date","id","name","min","max","Mean"
2023-04-12,5426,"Solana",24.3446521816208,22.4232287049911,23.384
2023-04-13,5426,"Solana",25.2424573000383,23.7047955829134,24.474
2023-04-14,5426,"Solana",25.4613932565424,23.8174465209661,24.639
2023-04-15,5426,"Solana",24.7746105184535,23.8720279763519,24.323
2023-04-16,5426,"Solana",25.4541428242627,23.9478146355176,24.701
2023-04-17,5426,"Solana",25.9383351048216,24.406898855413,25.173
2023-04-18,5426,"Solana",25.4232917030641,24.1020882190743,24.763
2023-04-19,5426,"Solana",24.9395094375032,22.2666638805006,23.603
2023-04-20,5426,"Solana",23.1205359172056,21.6649615241192,22.393
2023-04-21,5426,"Solana",22.3764893617807,21.133299175454,21.755
2023-04-22,5426,"Solana",21.9481631650954,21.1084908233348,21.528
2023-04-23,5426,"Solana",22.2173827655894,21.0677181774262,21.643
2023-04-24,5426,"Solana",21.9501716689839,21.0787918498782,21.514
